鲜蛏黄瓜萝卜泥,,,其他口味,,,
滑炒蛤蜊马蹄,,,其他口味,,,
生煎杭椒,,,其他口味,,,
鳝鱼凉粉,,,其他口味,,,
金蒜银鱼蒸菜心,,,其他口味,,,
瓜仁西葫芦,,,其他口味,,,
泡菜肉酱拌豆腐,,,其他口味,,,
素鳗,,,其他口味,,,
红酒煨鸡翅,,,其它口味,,,
碧螺春水烧豆腐,,,咸鲜味,,,
苦瓜蒸仔鸡,,,苦香味,,,
咖喱鸡翅,,,咖喱味,,,
奶油烤菠萝什锦,,,其他口味,,,
椰香咖喱鸡,,,咖喱味,,,
荞麦面扒糕,,,其他口味,,,
枣香丝糕,,,其他口味,,,
芋头饺,,,其他口味,,,
蛤蜊浓汤面,,,其他口味,,,
凉瓜河鲜虾(图),,,其他口味,,,
自制代茶饮,,,其他口味,,,
醉蟹清炖鸡,,,其他口味,,,
松鼠厥鱼,,,其他口味,,,
炖菜核,,,其他口味,,,
蛋梅鸡,,初中水平,咸鲜味,,<60分钟,
鸡茸玉米,,,其他口味,,,
美人肝,,,其他口味,,,
芦姜炒鸡片,,,其他口味,,,
百花酒焖肉,,,其他口味,,,
桂花糖大栗1,,,其他口味,,,
将军过桥,,初中水平,咸鲜味,,<60分钟,
大烧马鞍桥,,,其他口味,,,
梁溪脆鳝,,,其他口味,,,
清炖鸡孚,,,其他口味,,,
荷花白嫩鸡,,,其他口味,,,
涟水鸡糕,,初中水平,咸鲜味,,<60分钟,
文思豆腐,,,其他口味,,,
炖菜核,,,其他口味,,,
水晶虾饼,,初中水平,咸鲜味,,<10分钟,
清炖鸡孚1,,,其他口味,,,
青鱼甩水,,,其他口味,,,
红烧沙光鱼,,初中水平,其他口味,,<30分钟,
盐水虾,,,咸鲜味,,,
香芋烧竹鸡,,,其他口味,,,
金陵盐水鸭,,,其他口味,,,
清汤琵琶虾,,,其他口味,,,
红果拌梨丝,,,其他口味,,,
双皮刀鱼,,,其他口味,,,
炒鸡脑,,,其他口味,,,
肴肉,,,其他口味,,,
母油船鸭,,,其他口味,,,
冻鸭1,,,其他口味,,,
金陵圆子,,,咸鲜味,,,
野鸭菜饭,,初中水平,咸鲜味,,,
白鲞玉脂,,,咸鲜味,,,
红炖腐皮鸭,,,其他口味,,,
蒸三片,,,其他口味,,,
魔芋炖鸡肉,,,其他口味,,,
小笼汤包,,,咸鲜味,,,
鱼头冻豆腐,,,其他口味,,,
秘制肉骨煲,,,其他口味,,,
炝蛏鼻,,,其他口味,,,
三丝鱼卷,,初级入门,咸鲜味,,<30分钟,
豆茸酿枇杷,,初中水平,甜味,,<60分钟,
水晶肴肉,,中级掌勺,咸鲜味,,,
糖醋黄河鲤鱼,,初中水平,酸甜味,,<30分钟,
